booking_key,booking_id,flight_id,passenger_key,booking_date_key,status,seat_number,is_confirmed,is_cancelled,is_pending
39,B1038,SJ093,389,20260101,PENDING,12D,False,False,True
40,B1039,SJ205,554,20250821,CONFIRMED,11E,True,False,False
41,B1040,6F099,647,20250808,CONFIRMED,26B,True,False,False
42,B1041,UK176,42,20250528,CONFIRMED,25C,True,False,False
43,B1042,UK200,676,20251202,CANCELLED,24F,False,True,False
44,B1043,6F195,873,20251122,CANCELLED,8E,False,True,False
45,B1044,6F174,283,20260412,PENDING,16C,False,False,True
46,B1045,SJ214,58,20260319,INVALID,18C,False,False,False
47,B1046,UK059,814,20251014,CONFIRMED,2C,True,False,False
48,B1047,6F151,834,20251229,PENDING,7C,False,False,True
49,B1048,SJ236,537,20250919,PENDING,18C,False,False,True
50,B1049,SJ153,73,20250728,INVALID,3C,False,False,False
51,B1050,AI220,885,20260115,PENDING,7D,False,False,True
52,B1051,6F028,923,20250705,CANCELLED,16A,False,True,False
53,B1052,UK209,129,20251230,CANCELLED,33B,False,True,False
54,B1053,UK216,599,20260401,PENDING,28B,False,False,True
55,B1054,AI132,842,20260411,CANCELLED,19C,False,True,False
56,B1055,6F012,426,20251014,CANCELLED,13F,False,True,False
57,B1056,UK173,948,20260324,CANCELLED,15B,False,True,False
58,B1057,SJ047,665,20250820,CANCELLED,14F,False,True,False
59,B1058,SJ043,694,20251207,PENDING,8C,False,False,True
60,B1059,UK140,125,20260103,CONFIRMED,23B,True,False,False
61,B1060,6F086,67,20251230,CONFIRMED,11A,True,False,False
62,B1061,6F114,6,20260405,CANCELLED,19C,False,True,False
63,B1062,UK153,637,20250612,CANCELLED,15D,False,True,False
64,B1063,6F149,314,20250519,CANCELLED,9A,False,True,False
65,B1064,UK145,326,20250914,CONFIRMED,24E,True,False,False
66,B1065,UK010,565,20260306,CANCELLED,7B,False,True,False
67,B1066,SJ003,578,20251105,PENDING,1B,False,False,True
68,B1067,SJ160,826,20250723,PENDING,7F,False,False,True
69,B1068,UK224,506,20251122,PENDING,23A,False,False,True
70,B1069,UK152,82,20250802,CONFIRMED,16E,True,False,False
71,B1070,SJ034,599,20250922,CANCELLED,15D,False,True,False
72,B1071,UK215,2,20251221,CANCELLED,15F,False,True,False
73,B1072,UK089,204,20250810,CANCELLED,18F,False,True,False
74,B1073,6F180,662,20251204,CONFIRMED,16A,True,False,False
75,B1074,6F188,805,20250925,CONFIRMED,7A,True,False,False
76,B1075,UK131,404,20260103,CONFIRMED,2F,True,False,False
77,B1076,UK055,103,20250504,CONFIRMED,12B,True,False,False
78,B1077,UK181,536,20250503,PENDING,3A,False,False,True
79,B1078,6F077,368,20250921,CONFIRMED,1B,True,False,False
80,B1079,SJ085,212,20250603,CONFIRMED,10D,True,False,False
81,B1080,SJ023,577,20250605,CONFIRMED,22D,True,False,False
82,B1081,SJ202,961,20251113,CANCELLED,29C,False,True,False
83,B1082,SJ150,209,20250909,CANCELLED,30A,False,True,False
84,B1083,SJ116,763,20250512,CANCELLED,9A,False,True,False
85,B1084,6F270,897,20250614,PENDING,16E,False,False,True
86,B1085,UK150,117,20260324,PENDING,12A,False,False,True
87,B1086,SJ237,628,20260216,CONFIRMED,5D,True,False,False
88,B1087,AI221,749,20250508,CANCELLED,2F,False,True,False
89,B1088,SJ081,478,20260325,PENDING,31A,False,False,True
90,B1089,UK189,105,20250903,CANCELLED,25F,False,True,False
91,B1090,SJ068,495,20250516,PENDING,31C,False,False,True
92,B1091,6F043,771,20250818,PENDING,25D,False,False,True
93,B1092,UK187,46,20260318,CONFIRMED,16D,True,False,False
94,B1093,UK074,823,20250511,CONFIRMED,25E,True,False,False
95,B1094,UK004,331,20260107,PENDING,24C,False,False,True
96,B1095,6F194,216,20250730,CONFIRMED,14B,True,False,False
97,B1096,UK068,982,20260103,PENDING,12B,False,False,True
98,B1097,6F017,960,20250826,INVALID,34F,False,False,False
99,B1098,6F245,492,20251015,INVALID,13D,False,False,False
100,B1099,6F254,813,20251207,CONFIRMED,26E,True,False,False
101,B1100,UK077,922,20260305,CONFIRMED,16D,True,False,False
102,B1101,AI029,845,20250719,CONFIRMED,3D,True,False,False
103,B1102,SJ196,449,20251006,INVALID,15F,False,False,False
104,B1103,AI242,536,20250808,CANCELLED,20D,False,True,False
105,B1104,AI242,511,20250912,CANCELLED,16E,False,True,False
106,B1105,SJ044,458,20250911,CONFIRMED,19F,True,False,False
107,B1106,UK063,547,20250901,CONFIRMED,21F,True,False,False
108,B1107,AI056,536,20250519,CONFIRMED,30F,True,False,False
109,B1108,UK207,540,20251011,CANCELLED,14B,False,True,False
110,B1109,UK166,484,20251203,CANCELLED,33D,False,True,False
111,B1110,6F261,976,20251217,PENDING,12B,False,False,True
112,B1111,UK134,1000,20251225,CANCELLED,34A,False,True,False
113,B1112,6F152,16,20251002,PENDING,27A,False,False,True
114,B1113,SJ089,571,20251123,CONFIRMED,5A,True,False,False
115,B1114,6F123,977,20250926,CANCELLED,2E,False,True,False
116,B1115,AI025,243,20250823,CONFIRMED,10A,True,False,False
117,B1116,6F030,950,20251205,CONFIRMED,19B,True,False,False
118,B1117,SJ222,207,20250902,CONFIRMED,28F,True,False,False
119,B1118,UK109,912,20260403,CONFIRMED,34B,True,False,False
120,B1119,SJ117,271,20251125,CANCELLED,21F,False,True,False
121,B1120,SJ142,761,20250812,CONFIRMED,12D,True,False,False
122,B1121,SJ142,994,20250601,PENDING,17C,False,False,True
123,B1122,AI030,779,20250502,CANCELLED,20B,False,True,False
124,B1123,6F097,705,20250923,CONFIRMED,8A,True,False,False
125,B1124,6F129,847,20250523,CANCELLED,5C,False,True,False
126,B1125,6F181,730,20260115,PENDING,27E,False,False,True
127,B1126,AI072,115,20251020,CONFIRMED,10E,True,False,False
128,B1127,SJ154,580,20250629,PENDING,2E,False,False,True
129,B1128,AI031,299,20260408,CONFIRMED,10D,True,False,False
130,B1129,AI031,837,20250918,PENDING,26F,False,False,True
131,B1130,6F158,483,20251226,CONFIRMED,34E,True,False,False
132,B1131,6F184,397,20250616,CANCELLED,1C,False,True,False
133,B1132,UK141,394,20250620,CONFIRMED,10D,True,False,False
134,B1133,6F168,75,20251229,CANCELLED,23D,False,True,False
135,B1134,6F051,978,20250728,CONFIRMED,34C,True,False,False
136,B1135,6F047,482,20251202,CONFIRMED,20E,True,False,False
137,B1136,UK156,103,20251026,PENDING,28E,False,False,True
138,B1137,AI094,297,20250901,PENDING,13E,False,False,True
139,B1138,AI038,178,20250714,PENDING,6C,False,False,True
140,B1139,6F255,215,20260119,CONFIRMED,29F,True,False,False
141,B1140,SJ025,967,20260123,CONFIRMED,29D,True,False,False
142,B1141,SJ185,315,20251028,CONFIRMED,9C,True,False,False
143,B1142,6F259,39,20260121,CANCELLED,5C,False,True,False
144,B1143,6F073,259,20260407,CANCELLED,15A,False,True,False
145,B1144,AI091,716,20250926,CONFIRMED,6D,True,False,False
146,B1145,6F191,7,20250823,PENDING,15D,False,False,True
147,B1146,UK228,49,20250830,PENDING,25A,False,False,True
148,B1147,6F146,538,20260325,PENDING,11E,False,False,True
149,B1148,6F068,161,20251013,CONFIRMED,19A,True,False,False
150,B1149,SJ218,869,20260108,PENDING,30F,False,False,True
151,B1150,UK083,176,20250925,CONFIRMED,12A,True,False,False
152,B1151,SJ007,591,20260118,CANCELLED,29B,False,True,False
153,B1152,AI077,2,20250814,PENDING,27A,False,False,True
154,B1153,UK017,895,20251220,CANCELLED,8D,False,True,False
155,B1154,6F229,455,20260217,PENDING,24A,False,False,True
156,B1155,6F074,928,20251008,CONFIRMED,6D,True,False,False
157,B1156,SJ088,644,20260325,CONFIRMED,5E,True,False,False
158,B1157,SJ167,276,20250628,CONFIRMED,18B,True,False,False
159,B1158,6F234,498,20250720,CONFIRMED,22A,True,False,False
160,B1159,UK071,629,20251210,PENDING,22F,False,False,True
161,B1160,AI178,676,20251121,CANCELLED,29A,False,True,False
162,B1161,UK104,800,20251114,CONFIRMED,12A,True,False,False
163,B1162,AI146,28,20250422,INVALID,32D,False,False,False
164,B1163,SJ235,333,20251110,CANCELLED,13D,False,True,False
165,B1164,6F209,1,20250424,CONFIRMED,24A,True,False,False
166,B1165,AI129,188,20250820,CANCELLED,2F,False,True,False
167,B1166,SJ141,56,20260123,CONFIRMED,34D,True,False,False
168,B1167,SJ018,547,20260202,CANCELLED,9F,False,True,False
169,B1168,UK120,112,20251014,CANCELLED,11C,False,True,False
170,B1169,AI078,798,20251115,CONFIRMED,11E,True,False,False
171,B1170,AI079,310,20250914,PENDING,15E,False,False,True
172,B1171,UK087,36,20250919,CANCELLED,21A,False,True,False
173,B1172,UK133,439,20260117,CONFIRMED,8F,True,False,False
174,B1173,AI222,729,20250601,CANCELLED,22E,False,True,False
175,B1174,6F049,592,20260412,CANCELLED,19D,False,True,False
176,B1175,6F105,826,20260129,PENDING,27D,False,False,True
177,B1176,SJ226,595,20250417,CANCELLED,7C,False,True,False
178,B1177,SJ227,577,20250729,CANCELLED,34D,False,True,False
179,B1178,6F034,325,20260205,CONFIRMED,34E,True,False,False
180,B1179,SJ078,640,20251003,CONFIRMED,33D,True,False,False
181,B1180,AI240,307,20260410,PENDING,22F,False,False,True
182,B1181,SJ002,534,20260329,CANCELLED,12E,False,True,False
183,B1182,AI044,728,20250811,CANCELLED,3A,False,True,False
184,B1183,UK076,619,20250622,CANCELLED,8C,False,True,False
185,B1184,6F232,109,20250801,PENDING,28E,False,False,True
186,B1185,SJ228,372,20250816,CANCELLED,25E,False,True,False
187,B1186,SJ074,357,20260404,CONFIRMED,1B,True,False,False
188,B1187,UK229,181,20250804,PENDING,7F,False,False,True
189,B1188,AI208,356,20260404,CONFIRMED,6A,True,False,False
190,B1189,AI019,676,20251123,CONFIRMED,14F,True,False,False
191,B1190,6F029,68,20250523,PENDING,12B,False,False,True
192,B1191,6F018,292,20250427,CONFIRMED,25B,True,False,False
193,B1192,AI059,692,20250623,CANCELLED,7D,False,True,False
194,B1193,AI159,181,20250522,PENDING,13D,False,False,True
195,B1194,6F091,466,20250711,CONFIRMED,14F,True,False,False
196,B1195,6F084,434,20250720,CANCELLED,10B,False,True,False
197,B1196,UK170,464,20260115,CANCELLED,20C,False,True,False
198,B1197,UK212,681,20250519,CONFIRMED,2E,True,False,False
199,B1198,SJ022,914,20250616,INVALID,29A,False,False,False
200,B1199,SJ075,534,20251213,PENDING,30E,False,False,True
201,B1200,UK177,66,20250917,CONFIRMED,16B,True,False,False
202,B1201,UK206,21,20260201,CANCELLED,3A,False,True,False
203,B1202,UK079,612,20250429,CANCELLED,29C,False,True,False
204,B1203,UK040,384,20250621,CONFIRMED,3B,True,False,False
205,B1204,AI034,812,20250725,CONFIRMED,30A,True,False,False
206,B1205,UK034,615,20251018,CONFIRMED,23F,True,False,False
207,B1206,AI088,559,20250702,CONFIRMED,13A,True,False,False
208,B1207,AI128,39,20250611,PENDING,26A,False,False,True
209,B1208,SJ052,285,20250722,INVALID,9A,False,False,False
210,B1209,AI233,822,20251215,PENDING,3A,False,False,True
211,B1210,AI012,602,20260120,PENDING,3C,False,False,True
212,B1211,AI084,597,20250707,CONFIRMED,34A,True,False,False
213,B1212,6F126,785,20250708,PENDING,34B,False,False,True
214,B1213,SJ061,336,20250616,CONFIRMED,2E,True,False,False
215,B1214,UK194,188,20250814,INVALID,23B,False,False,False
216,B1215,AI135,671,20250808,CANCELLED,28C,False,True,False
217,B1216,6F238,243,20251209,CONFIRMED,10A,True,False,False
218,B1217,6F092,73,20260319,CANCELLED,32C,False,True,False
219,B1218,AI213,479,20251113,PENDING,2D,False,False,True
220,B1219,UK193,974,20260215,CANCELLED,1B,False,True,False
221,B1220,6F178,561,20260404,PENDING,29C,False,False,True
222,B1221,AI158,101,20260306,CONFIRMED,19D,True,False,False
223,B1222,UK208,514,20260330,PENDING,8A,False,False,True
224,B1223,6F056,756,20260409,INVALID,15A,False,False,False
225,B1224,UK185,176,20251026,CONFIRMED,1E,True,False,False
226,B1225,AI163,238,20260113,PENDING,4D,False,False,True
227,B1226,AI112,910,20250823,CONFIRMED,15C,True,False,False
228,B1227,AI227,59,20251023,CANCELLED,12A,False,True,False
229,B1228,SJ083,865,20260417,CONFIRMED,29D,True,False,False
230,B1229,UK073,99,20260207,CONFIRMED,13F,True,False,False
231,B1230,6F169,954,20250429,PENDING,6C,False,False,True
232,B1231,UK154,871,20260406,CANCELLED,27D,False,True,False
233,B1232,SJ169,954,20251006,CONFIRMED,32F,True,False,False
234,B1233,6F187,495,20250513,CANCELLED,5F,False,True,False
235,B1234,UK210,947,20251121,CANCELLED,33A,False,True,False
236,B1235,6F250,980,20251223,PENDING,13D,False,False,True
237,B1236,AI062,514,20250705,CONFIRMED,25A,True,False,False
238,B1237,AI047,755,20251116,INVALID,15B,False,False,False
239,B1238,SJ186,297,20251020,INVALID,8E,False,False,False
240,B1239,AI217,211,20251117,CANCELLED,30A,False,True,False
241,B1240,UK100,123,20251231,CONFIRMED,17A,True,False,False
242,B1241,UK116,229,20251216,CONFIRMED,10A,True,False,False
243,B1242,6F036,594,20251201,CANCELLED,26C,False,True,False
244,B1243,AI175,656,20260122,CANCELLED,29E,False,True,False
245,B1244,UK051,388,20250818,CONFIRMED,27D,True,False,False
246,B1245,6F201,140,20260417,INVALID,26A,False,False,False
247,B1246,6F230,541,20260409,CONFIRMED,33B,True,False,False
248,B1247,SJ138,391,20250813,CANCELLED,15F,False,True,False
249,B1248,AI246,270,20260304,PENDING,16B,False,False,True
250,B1249,6F179,759,20250606,CANCELLED,26B,False,True,False
251,B1250,6F031,12,20260128,CANCELLED,16F,False,True,False
252,B1251,UK015,867,20250830,PENDING,29A,False,False,True
253,B1252,UK001,389,20250421,CANCELLED,27C,False,True,False
254,B1253,6F133,337,20260227,CANCELLED,15E,False,True,False
255,B1254,6F143,506,20250722,CANCELLED,5D,False,True,False
256,B1255,UK165,106,20250922,CANCELLED,23F,False,True,False
257,B1256,6F083,32,20250810,CANCELLED,22B,False,True,False
258,B1257,AI082,74,20250819,CANCELLED,11C,False,True,False
259,B1258,AI164,171,20251028,CANCELLED,21F,False,True,False
260,B1259,SJ155,849,20260119,CANCELLED,31F,False,True,False
261,B1260,AI189,69,20260104,CANCELLED,1D,False,True,False
262,B1261,SJ057,813,20251221,CONFIRMED,34A,True,False,False
263,B1262,SJ198,362,20250507,CONFIRMED,16F,True,False,False
264,B1263,6F122,649,20260103,CANCELLED,6C,False,True,False
265,B1264,SJ097,433,20260415,CONFIRMED,12A,True,False,False
266,B1265,UK203,929,20250806,PENDING,28F,False,False,True
267,B1266,UK093,996,20260116,CONFIRMED,27F,True,False,False
268,B1267,AI205,100,20250521,CANCELLED,32A,False,True,False
269,B1268,AI102,658,20260116,INVALID,12A,False,False,False
270,B1269,6F046,9,20250906,CONFIRMED,4C,True,False,False
271,B1270,SJ017,574,20250602,INVALID,22E,False,False,False
272,B1271,6F156,697,20251020,PENDING,28B,False,False,True
273,B1272,AI068,29,20250718,PENDING,19A,False,False,True
274,B1273,AI150,893,20250605,INVALID,28B,False,False,False
275,B1274,UK008,114,20251015,PENDING,20D,False,False,True
276,B1275,6F166,462,20250711,PENDING,18F,False,False,True
277,B1276,6F177,921,20250715,CONFIRMED,1A,True,False,False
278,B1277,AI196,143,20260119,PENDING,12E,False,False,True
279,B1278,SJ191,390,20250809,CONFIRMED,5B,True,False,False
280,B1279,6F019,632,20250510,INVALID,28C,False,False,False
281,B1280,AI226,682,20260412,CONFIRMED,33B,True,False,False
282,B1281,SJ207,157,20260121,CANCELLED,4A,False,True,False
283,B1282,AI009,335,20251230,CANCELLED,8B,False,True,False
284,B1283,AI103,861,20250508,INVALID,29D,False,False,False
285,B1284,SJ127,260,20260222,CANCELLED,25F,False,True,False
286,B1285,UK188,82,20260326,CANCELLED,25B,False,True,False
287,B1286,6F010,754,20250925,INVALID,33B,False,False,False
288,B1287,SJ098,441,20251213,CANCELLED,5F,False,True,False
289,B1288,6F058,945,20251211,PENDING,18C,False,False,True
290,B1289,SJ030,172,20260323,PENDING,24F,False,False,True
291,B1290,UK175,231,20250726,CANCELLED,16F,False,True,False
292,B1291,SJ108,720,20260401,PENDING,28E,False,False,True
293,B1292,6F075,75,20250803,CONFIRMED,7C,True,False,False
294,B1293,UK222,270,20250831,CONFIRMED,25F,True,False,False
295,B1294,6F250,899,20250713,CANCELLED,34B,False,True,False
296,B1295,AI096,626,20251229,CANCELLED,14B,False,True,False
297,B1296,AI216,62,20251223,CANCELLED,1B,False,True,False
298,B1297,6F193,874,20260123,PENDING,8A,False,False,True
299,B1298,SJ194,320,20260102,PENDING,6C,False,False,True
300,B1299,SJ020,102,20250911,CONFIRMED,16F,True,False,False
301,B1300,6F070,429,20250614,PENDING,21C,False,False,True
302,B1301,AI051,874,20250903,CONFIRMED,12A,True,False,False
303,B1302,UK219,722,20251227,PENDING,3D,False,False,True
304,B1303,AI235,954,20251213,CONFIRMED,20A,True,False,False
305,B1304,6F022,255,20251213,INVALID,18E,False,False,False
306,B1305,SJ114,532,20250928,PENDING,13C,False,False,True
307,B1306,SJ076,570,20251201,CONFIRMED,30A,True,False,False
308,B1307,UK227,112,20260126,PENDING,32E,False,False,True
309,B1308,UK135,985,20250722,CANCELLED,30D,False,True,False
310,B1309,AI234,313,20250506,CONFIRMED,30F,True,False,False
311,B1310,6F113,998,20250820,PENDING,5D,False,False,True
312,B1311,SJ206,461,20251116,PENDING,9D,False,False,True
313,B1312,AI015,708,20260329,INVALID,6E,False,False,False
314,B1313,6F260,887,20250516,CANCELLED,33E,False,True,False
315,B1314,AI061,462,20250428,CONFIRMED,19C,True,False,False
316,B1315,6F237,865,20260326,PENDING,9C,False,False,True
317,B1316,SJ099,92,20260106,PENDING,27C,False,False,True
318,B1317,SJ146,52,20260224,CANCELLED,21F,False,True,False
319,B1318,SJ146,805,20250523,CANCELLED,29B,False,True,False
320,B1319,6F071,520,20250504,CONFIRMED,4C,True,False,False
321,B1320,6F272,812,20250813,PENDING,6C,False,False,True
322,B1321,SJ029,98,20260212,PENDING,13A,False,False,True
323,B1322,UK084,236,20250727,CONFIRMED,6E,True,False,False
324,B1323,SJ048,901,20260206,CONFIRMED,14D,True,False,False
325,B1324,AI108,374,20260204,CANCELLED,33B,False,True,False
326,B1325,SJ134,581,20250811,CANCELLED,3B,False,True,False
327,B1326,UK146,927,20251031,CONFIRMED,14F,True,False,False
328,B1327,SJ036,557,20250924,CONFIRMED,26C,True,False,False
329,B1328,6F202,649,20251101,PENDING,33B,False,False,True
330,B1329,UK041,234,20260213,CONFIRMED,22C,True,False,False
331,B1330,6F078,32,20251206,CONFIRMED,23A,True,False,False
332,B1331,AI097,289,20250703,PENDING,22C,False,False,True
333,B1332,UK159,638,20260115,CONFIRMED,7D,True,False,False
334,B1333,UK044,579,20250906,CANCELLED,12B,False,True,False
335,B1334,6F176,542,20250927,CANCELLED,6F,False,True,False
336,B1335,SJ221,114,20260211,PENDING,4A,False,False,True
337,B1336,6F112,204,20250703,CONFIRMED,22A,True,False,False
338,B1337,6F246,29,20251020,INVALID,4C,False,False,False
339,B1338,6F014,643,20260221,CANCELLED,14C,False,True,False
340,B1339,AI237,474,20250917,CANCELLED,28A,False,True,False
341,B1340,6F003,697,20251214,CANCELLED,12E,False,True,False
342,B1341,6F249,253,20250704,CONFIRMED,5A,True,False,False
343,B1342,UK149,798,20250429,CONFIRMED,4A,True,False,False
344,B1343,SJ163,905,20260308,CONFIRMED,9F,True,False,False
345,B1344,SJ243,922,20260328,CONFIRMED,1D,True,False,False
346,B1345,UK113,386,20250606,CANCELLED,1A,False,True,False
347,B1346,AI071,62,20250607,PENDING,30E,False,False,True
348,B1347,6F271,515,20260207,PENDING,22A,False,False,True
349,B1348,SJ015,430,20250605,CANCELLED,27E,False,True,False
350,B1349,UK047,580,20251119,CANCELLED,9E,False,True,False
351,B1350,UK020,537,20260204,PENDING,12A,False,False,True
352,B1351,AI122,691,20250903,PENDING,27F,False,False,True
353,B1352,UK223,141,20251020,CANCELLED,17D,False,True,False
354,B1353,6F148,743,20250919,CANCELLED,15F,False,True,False
355,B1354,SJ162,300,20251214,CONFIRMED,34A,True,False,False
356,B1355,6F127,675,20260330,CONFIRMED,28B,True,False,False
357,B1356,AI173,311,20251110,PENDING,11F,False,False,True
358,B1357,6F065,471,20260205,INVALID,14A,False,False,False
359,B1358,AI053,393,20250622,PENDING,20A,False,False,True
360,B1359,AI241,642,20251022,CONFIRMED,14E,True,False,False
361,B1360,AI105,445,20250615,INVALID,18D,False,False,False
362,B1361,AI110,758,20250824,PENDING,13F,False,False,True
363,B1362,AI252,809,20251022,CONFIRMED,15B,True,False,False
364,B1363,AI149,172,20251214,CANCELLED,3B,False,True,False
365,B1364,AI224,576,20250909,PENDING,23F,False,False,True
366,B1365,UK158,31,20250703,CANCELLED,15B,False,True,False
367,B1366,6F125,47,20250505,CANCELLED,25E,False,True,False
368,B1367,UK164,130,20251214,CONFIRMED,18A,True,False,False
369,B1368,UK007,352,20251226,CANCELLED,1E,False,True,False
370,B1369,6F118,978,20260318,PENDING,15F,False,False,True
371,B1370,SJ004,845,20260101,CANCELLED,19C,False,True,False
372,B1371,6F206,622,20250925,CANCELLED,15E,False,True,False
373,B1372,SJ130,581,20250511,CANCELLED,11D,False,True,False
374,B1373,SJ070,58,20260214,CANCELLED,22F,False,True,False
375,B1374,AI085,106,20250424,CANCELLED,7F,False,True,False
376,B1375,SJ109,812,20250902,CONFIRMED,15B,True,False,False
377,B1376,AI168,330,20250824,PENDING,16B,False,False,True
378,B1377,UK123,768,20251024,CONFIRMED,26A,True,False,False
379,B1378,UK110,824,20260116,PENDING,30D,False,False,True
380,B1379,AI206,683,20251102,PENDING,31C,False,False,True
381,B1380,6F007,383,20260416,PENDING,6B,False,False,True
382,B1381,SJ013,985,20251111,PENDING,33A,False,False,True
383,B1382,UK061,162,20250919,PENDING,20D,False,False,True
384,B1383,AI010,997,20250924,CANCELLED,8C,False,True,False
385,B1384,AI024,286,20250516,CONFIRMED,11D,True,False,False
386,B1385,UK130,71,20250608,CONFIRMED,30B,True,False,False
387,B1386,AI161,767,20260312,CANCELLED,10A,False,True,False
388,B1387,SJ208,454,20250723,PENDING,24F,False,False,True
389,B1388,6F038,886,20250923,INVALID,8D,False,False,False
390,B1389,6F085,567,20260222,INVALID,30D,False,False,False
391,B1390,SJ028,835,20260309,CANCELLED,8C,False,True,False
392,B1391,SJ084,397,20251126,CONFIRMED,21F,True,False,False
393,B1392,AI139,515,20260327,CONFIRMED,21D,True,False,False
394,B1393,UK179,26,20260406,PENDING,26E,False,False,True
395,B1394,6F256,313,20250723,PENDING,23F,False,False,True
396,B1395,UK023,126,20260210,INVALID,23B,False,False,False
397,B1396,AI039,408,20250803,INVALID,13E,False,False,False
398,B1397,UK190,565,20260205,CANCELLED,28D,False,True,False
399,B1398,6F224,198,20260204,PENDING,3E,False,False,True
400,B1399,UK221,811,20250531,PENDING,7A,False,False,True
401,B1400,SJ107,188,20260402,CANCELLED,12F,False,True,False
402,B1401,UK155,698,20250420,INVALID,21D,False,False,False
403,B1402,UK183,817,20260321,CANCELLED,7E,False,True,False
404,B1403,SJ203,810,20250508,PENDING,26A,False,False,True
405,B1404,6F253,716,20260307,INVALID,16A,False,False,False
406,B1405,AI100,484,20250826,PENDING,32F,False,False,True
407,B1406,6F140,450,20250624,CONFIRMED,15D,True,False,False
408,B1407,UK048,523,20250826,CONFIRMED,25A,True,False,False
409,B1408,SJ204,871,20250729,CONFIRMED,12F,True,False,False
410,B1409,UK105,354,20260324,CONFIRMED,28C,True,False,False
411,B1410,AI098,986,20260413,CONFIRMED,32C,True,False,False
412,B1411,6F013,658,20251012,CANCELLED,1A,False,True,False
413,B1412,6F128,597,20251118,CANCELLED,28E,False,True,False
414,B1413,SJ038,100,20251005,INVALID,14A,False,False,False
415,B1414,SJ182,616,20260107,CONFIRMED,25F,True,False,False
416,B1415,6F199,948,20260322,PENDING,23B,False,False,True
417,B1416,SJ187,558,20250817,CANCELLED,20B,False,True,False
418,B1417,AI182,556,20250818,PENDING,8E,False,False,True
419,B1418,SJ027,278,20250504,PENDING,19D,False,False,True
420,B1419,SJ062,693,20260120,CONFIRMED,20E,True,False,False
421,B1420,SJ161,699,20260224,CONFIRMED,27B,True,False,False
422,B1421,UK058,990,20251003,INVALID,23C,False,False,False
423,B1422,AI181,626,20260104,CANCELLED,12D,False,True,False
424,B1423,AI003,491,20250612,CONFIRMED,14A,True,False,False
425,B1424,6F150,255,20251105,CANCELLED,11D,False,True,False
426,B1425,SJ175,381,20250628,CANCELLED,34E,False,True,False
427,B1426,6F041,892,20251215,CANCELLED,17C,False,True,False
428,B1427,SJ040,542,20260415,CANCELLED,16E,False,True,False
429,B1428,6F020,264,20250617,CONFIRMED,27C,True,False,False
430,B1429,AI248,610,20250508,CANCELLED,27B,False,True,False
431,B1430,SJ016,825,20260208,CONFIRMED,11A,True,False,False
432,B1431,UK204,879,20251121,CONFIRMED,31C,True,False,False
433,B1432,6F211,329,20250902,CANCELLED,9B,False,True,False
434,B1433,SJ166,115,20250507,CONFIRMED,5B,True,False,False
435,B1434,AI036,276,20251019,PENDING,30C,False,False,True
